SKU,DataCadastroSistema,Categoria,DescricaoProduto,MarcaAparelho,Origem,PrecoVenda
26367,2023-04-19,Manutenção Câmera,Câmera frontal do iPhone 14,Apple,Estrangeira - Importação direta,800
26368,2023-04-19,Manutenção Câmera,Câmera frontal do iPhone 14 Plus,Apple,Estrangeira - Importação direta,1000
26369,2023-04-19,Manutenção Câmera,Câmera frontal do iPhone 14 Pro,Apple,Estrangeira - Importação direta,1000
26370,2023-04-19,Manutenção Câmera,Câmera frontal do iPhone 14 Pro Max,Apple,Estrangeira - Importação direta,1000
26371,2023-04-19,Manutenção Câmera,Câmera traseira do iPhone 14,Apple,Estrangeira - Importação direta,1000
26372,2023-04-19,Manutenção Câmera,Câmera traseira do iPhone 14 Plus,Apple,Estrangeira - Importação direta,1000
26373,2023-04-19,Manutenção Câmera,Câmera traseira do iPhone 14 Pro,Apple,Estrangeira - Importação direta,1200
26374,2023-04-19,Manutenção Câmera,Câmera traseira do iPhone 14 Pro Max,Apple,Estrangeira - Importação direta,1200
26375,2023-04-19,Manutenção Flex do Sensor,Flex sensor / microfone da câmera do iPhone 14,Apple,Estrangeira - Importação direta,500
26376,2023-04-19,Manutenção Flex do Sensor,Flex sensor / microfone da câmera do iPhone 14 Plus,Apple,Estrangeira - Importação direta,500
26377,2023-04-19,Manutenção Flex do Sensor,Flex sensor / microfone da câmera do iPhone 14 Pro,Apple,Estrangeira - Importação direta,800
26378,2023-04-19,Manutenção Flex do Sensor,Flex sensor / microfone da câmera do iPhone 14 Pro Max,Apple,Estrangeira - Importação direta,800
26379,2023-04-19,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPad Mini 6 - Preto,Apple,Estrangeira - Importação direta,1800
26380,2023-04-19,Manutenção Vibra / Volume / Power,Flex power do iPhone 14,Apple,Estrangeira - Importação direta,500
26381,2023-04-19,Manutenção Vibra / Volume / Power,Flex power do iPhone 14 Plus,Apple,Estrangeira - Importação direta,500
26382,2023-04-19,Manutenção Vibra / Volume / Power,Flex volume / vibra do iPhone 14,Apple,Estrangeira - Importação direta,500
26383,2023-04-19,Manutenção Vibra / Volume / Power,Flex volume / vibra do iPhone 14 Plus,Apple,Estrangeira - Importação direta,500
26384,2023-04-19,Manutenção Alto Falante,Alto-falante auricular do iPhone 14,Apple,Estrangeira - Importação direta,500
26385,2023-04-19,Manutenção Alto Falante,Alto-falante auricular do iPhone 14 Plus,Apple,Estrangeira - Importação direta,600
26386,2023-04-19,Manutenção Alto Falante,Alto-falante auricular do iPhone 14 Pro,Apple,Estrangeira - Importação direta,500
26387,2023-04-19,Manutenção Alto Falante,Alto-falante auricular do iPhone 14 Pro Max,Apple,Estrangeira - Importação direta,600
26388,2023-04-19,Manutenção Câmera,Flex flash do iPhone 14 Pro,Apple,Estrangeira - Importação direta,500
26389,2023-04-19,Manutenção Câmera,Flex flash do iPhone 14 Pro Max,Apple,Estrangeira - Importação direta,500
26399,2023-04-25,Manutenção Bateria,Bateria de iPad 8,Apple,Nacional,600
26400,2023-04-25,Manutenção Bateria,Bateria de iPad 9,Apple,Nacional,800
26401,2023-04-26,Manutenção Conector,Conector de carga do iPhone 14 - Preto,Apple,Estrangeira - Importação direta,500
26402,2023-04-26,Manutenção Conector,Conector de carga do iPhone 14 - Branco,Apple,Estrangeira - Importação direta,500
26403,2023-04-26,Manutenção Conector,Conector de carga do iPhone 14 - Azul,Apple,Estrangeira - Importação direta,500
26404,2023-04-26,Manutenção Conector,Conector de carga do iPhone 14 - Vermelho,Apple,Estrangeira - Importação direta,500
26405,2023-04-26,Manutenção Conector,Conector de carga do iPhone 14 Plus - Preto,Apple,Estrangeira - Importação direta,800
26406,2023-04-26,Manutenção Conector,Conector de carga do iPhone 14 Plus - Branco,Apple,Estrangeira - Importação direta,800
26407,2023-04-26,Manutenção Conector,Conector de carga do iPhone 14 Plus - Azul,Apple,Estrangeira - Importação direta,800
26408,2023-04-26,Manutenção Conector,Conector de carga do iPhone 14 Plus - Vermelho,Apple,Estrangeira - Importação direta,800
26409,2023-04-26,Manutenção Conector,Conector de carga do iPhone 14 Pro - Roxo-profundo,Apple,Estrangeira - Importação direta,800
26410,2023-04-26,Manutenção Conector,Conector de carga do iPhone 14 Pro - Dourado,Apple,Estrangeira - Importação direta,800
26411,2023-04-26,Manutenção Conector,Conector de carga do iPhone 14 Pro - Branco,Apple,Estrangeira - Importação direta,800
26412,2023-04-26,Manutenção Conector,Conector de carga do iPhone 14 Pro Max - Roxo-profundo,Apple,Estrangeira - Importação direta,800
26413,2023-04-26,Manutenção Conector,Conector de carga do iPhone 14 Pro Max - Dourado,Apple,Estrangeira - Importação direta,800
26414,2023-04-26,Manutenção Conector,Conector de carga do iPhone 14 Pro Max - Branco,Apple,Estrangeira - Importação direta,800
26415,2023-04-26,Manutenção Conector,Conector de carga do iPhone 14 Pro Max - Preto,Apple,Estrangeira - Importação direta,800
26450,2023-05-15,Manutenção Câmera,Câmera traseira do iPhone SE 2°,Apple,Estrangeira - Importação direta,300
26583,2023-06-20,Manutenção Carcaça/Vidro Traseiro,Tampa de vidro para iPhone SE 3 - Meia-noite,Apple,Estrangeira - Importação direta,400
26589,2023-06-21,Manutenção Carcaça/Vidro Traseiro,Tampa de vidro para iPhone SE 3 - Estelar,Apple,Estrangeira - Importação direta,400
26590,2023-06-21,Manutenção Carcaça/Vidro Traseiro,Tampa de vidro para iPhone SE 3 - Vermelho,Apple,Estrangeira - Importação direta,400
26593,2023-06-22,Manutenção LCD/ Touch,Recuperação De Tela iPhone 13 Pro Max,Apple,Nacional,1500
26598,2023-06-26,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 11 (SC) - Preto,Apple,Nacional,800
26599,2023-06-26,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 12/12 Pro (SC) - Preto,Apple,Nacional,1500
26600,2023-06-26,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 12 Pro Max (SC) - Preto,Apple,Nacional,1800
26601,2023-06-26,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 13 (SC) - Preto,Apple,Nacional,1800
26663,2023-07-20,Manutenção,Reparo Bateria VX Case Mag Power - Preta,Android,Nacional,150
26692,2023-08-02,Manutenção Vibra / Volume / Power,Flex power - iPad Air 4 Preto,Apple,Estrangeira - Importação direta,500
26721,2023-08-17,Manutenção Bateria,Bateria de iPhone 14 Pro Max,Apple,Nacional,800
26722,2023-08-17,Manutenção Bateria,Bateria de iPhone 14 Pro,Apple,Nacional,650
26723,2023-08-17,Manutenção Bateria,Bateria de iPhone 14,Apple,Nacional,650
26737,2023-08-29,Manutenção Microfone,Flex microfone câmera traseira - iPad Pro 11 (3°Ger),Apple,Estrangeira - Importação direta,800
26738,2023-09-04,Manutenção Wi-Fi,Flex antena WI-FI - iPhone 5s,Apple,Estrangeira - Importação direta,200
26745,2023-09-15,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 14 - Meia-noite,Apple,Estrangeira - Importação direta,1000
26746,2023-09-15,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 14 - Roxo,Apple,Estrangeira - Importação direta,1000
26747,2023-09-15,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 14 - Azul,Apple,Estrangeira - Importação direta,1000
26748,2023-09-15,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 14 - Estelar,Apple,Estrangeira - Importação direta,1000
26749,2023-09-15,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 14 - Vermelho,Apple,Estrangeira - Importação direta,1000
26750,2023-09-15,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 14 Plus - Estelar,Apple,Estrangeira - Importação direta,1300
26751,2023-09-15,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 14 Plus - Vermelho,Apple,Estrangeira - Importação direta,1300
26752,2023-09-15,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 14 Plus - Meia-noite,Apple,Estrangeira - Importação direta,1300
26753,2023-09-15,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 14 Plus - Roxo,Apple,Estrangeira - Importação direta,1300
26754,2023-09-15,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 14 Plus - Azul,Apple,Estrangeira - Importação direta,1300
26755,2023-09-15,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 14 Pro - Dourado,Apple,Estrangeira - Importação direta,1500
26756,2023-09-15,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 14 Pro - Prateado,Apple,Estrangeira - Importação direta,1500
26757,2023-09-15,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 14 Pro - Preto-espacial,Apple,Estrangeira - Importação direta,1500
26758,2023-09-15,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 14 Pro - Roxo-profundo,Apple,Estrangeira - Importação direta,1500
26759,2023-09-15,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 14 Pro Max - Roxo-profundo,Apple,Estrangeira - Importação direta,1800
26760,2023-09-15,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 14 Pro Max - Preto-espacial,Apple,Estrangeira - Importação direta,1800
26761,2023-09-15,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 14 Pro Max - Dourado,Apple,Estrangeira - Importação direta,1800
26762,2023-09-15,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 14 Pro Max - Prateado,Apple,Estrangeira - Importação direta,1800
26763,2023-09-18,Manutenção,Reparo Tripé Profissional VX Case - Preto,Android,Estrangeira - Importação direta,80
26764,2023-09-20,Manutenção Wi-Fi,Flex antena WI-FI - iPhone 11,Apple,Estrangeira - Importação direta,500
26765,2023-09-22,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 11 (SC) - Preto,Apple,Estrangeira - Importação direta,0
26766,2023-09-22,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 11 Pro (SC) - Preto,Apple,Nacional,800
26767,2023-09-22,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 11 Pro Max (SC) - Preto,Apple,Nacional,1000
26768,2023-09-22,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 13 Pro Max (SC) - Preto,Apple,Nacional,2500
26769,2023-09-22,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 13 Pro (SC) - Preto,Apple,Nacional,2000
26771,2023-09-26,Manutenção LCD/ Touch,Vidro e touchscreen com LCD - SN (986B),Android,Estrangeira - Importação direta,1500
26815,2023-10-07,Manutenção Alto Falante,Alto-falante auricular do iPhone 13,Apple,Estrangeira - Importação direta,400
26829,2023-10-25,Manutenção Bateria,Bateria de iPhone 13 Mini,Apple,Nacional,400
26841,2023-11-03,Manutenção,Durometro,Android,Nacional,0
26842,2023-11-03,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 15 Pro Max - Preto,Apple,Estrangeira - Importação direta,3200
26843,2023-11-03,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 15 Pro - Preto,Apple,Estrangeira - Importação direta,2500
26844,2023-11-03,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 15 - Preto,Apple,Estrangeira - Importação direta,2300
26845,2023-11-03,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 15 Plus - Preto,Apple,Estrangeira - Importação direta,2500
26909,2023-11-28,Manutenção,Reparo Mag Easy Charger VX Case C/ adaptador 36W - Preto,Android,Estrangeira - Importação direta,100
26923,2023-12-05,Manutenção Vibra / Volume / Power,Flex power do iPhone 12 Pro Max,Apple,Estrangeira - Importação direta,500
26931,2023-12-13,Manutenção Tag de Bateria,Flex Tag de Bateria JC para iPhone 11,Apple,Estrangeira - Importação direta,0
26932,2023-12-13,Manutenção Tag de Bateria,Flex Tag de Bateria JC para iPhone 11 Pro / 11 Pro Max,Apple,Estrangeira - Importação direta,0
26933,2023-12-13,Manutenção Tag de Bateria,Flex Tag de Bateria JC para iPhone 11 Pro Max,Apple,Estrangeira - Importação direta,0
26934,2023-12-13,Manutenção Tag de Bateria,Flex Tag de Bateria JC para iPhone 12 / 12 Pro / 12 Mini,Apple,Estrangeira - Importação direta,0
26935,2023-12-13,Manutenção Tag de Bateria,Flex Tag de Bateria JC para iPhone 12 Pro Max,Apple,Estrangeira - Importação direta,0
26936,2023-12-13,Manutenção Tag de Bateria,Flex Tag de Bateria JC para iPhone 13 / 13 Mini,Apple,Estrangeira - Importação direta,0
26937,2023-12-13,Manutenção Tag de Bateria,Flex Tag de Bateria JC para iPhone 13 Mini,Apple,Estrangeira - Importação direta,0
26938,2023-12-13,Manutenção Tag de Bateria,Flex Tag de Bateria JC para iPhone 13 Pro / 13 Pro Max,Apple,Estrangeira - Importação direta,0
26939,2023-12-13,Manutenção Tag de Bateria,Flex Tag de Bateria JC para iPhone 13 Pro Max,Apple,Estrangeira - Importação direta,0
26940,2023-12-13,Manutenção Tag de Bateria,Flex Tag de Bateria JC para iPhone 14 / 14 Plus,Apple,Estrangeira - Importação direta,0
26941,2023-12-13,Manutenção Tag de Bateria,Flex Tag de Bateria JC para iPhone 14 Plus,Apple,Estrangeira - Importação direta,0
26942,2023-12-13,Manutenção Tag de Bateria,Flex Tag de Bateria JC para iPhone 14 Pro / 14 Pro Max,Apple,Estrangeira - Importação direta,0
26943,2023-12-13,Manutenção Tag de Bateria,Flex Tag de Bateria JC para iPhone 14 Pro Max,Apple,Estrangeira - Importação direta,0
26944,2023-12-14,Manutenção Bateria,Bateria de iPhone XS - Sem Flex,Apple,Nacional,450
26945,2023-12-14,Manutenção Bateria,Bateria de iPhone XS Max - Sem Flex,Apple,Nacional,500
26946,2023-12-14,Manutenção Bateria,Bateria de iPhone XR - Sem Flex,Apple,Nacional,450
26947,2023-12-14,Manutenção Bateria,Bateria de iPhone 11 - Sem Flex,Apple,Nacional,500
26948,2023-12-14,Manutenção Bateria,Bateria de iPhone 11 Pro - Sem Flex,Apple,Nacional,550
26949,2023-12-14,Manutenção Bateria,Bateria de iPhone 11 Pro Max - Sem Flex,Apple,Nacional,550
26950,2023-12-14,Manutenção Bateria,Bateria de iPhone 12/12 Pro - Sem flex,Apple,Nacional,500
26951,2023-12-14,Manutenção Bateria,Bateria de iPhone 12 Pro Max - Sem Flex,Apple,Nacional,500
26952,2023-12-14,Manutenção Bateria,Bateria de iPhone 12 Mini - Sem Flex,Apple,Nacional,400
26953,2023-12-14,Manutenção Bateria,Bateria de iPhone 13 - Sem Flex,Apple,Nacional,600
26954,2023-12-14,Manutenção Bateria,Bateria de iPhone 13 Pro - Sem Flex,Apple,Nacional,600
26955,2023-12-14,Manutenção Bateria,Bateria de iPhone 13 Pro Max - Sem Flex,Apple,Nacional,600
26956,2023-12-14,Manutenção Bateria,Bateria de iPhone 13 Mini - Sem Flex,Apple,Nacional,350
26957,2023-12-14,Manutenção Bateria,Bateria de iPhone 14 Pro Max - Sem Flex,Apple,Nacional,800
26958,2023-12-14,Manutenção Bateria,Bateria de iPhone 14 Pro - Sem Flex,Apple,Nacional,700
26959,2023-12-14,Manutenção Bateria,Bateria de iPhone 14 - Sem Flex,Apple,Nacional,700
26960,2023-12-14,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPad Pro 12.9 (5° Ger) - A2378 - Preto,Apple,Estrangeira - Importação direta,3100
26974,2023-12-21,Manutenção,Reparo New Smart Holder Wireless Charger VX Case - Preto,Android,Estrangeira - Importação direta,100
26975,2023-12-21,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPad Air 5 - Preto,Apple,Estrangeira - Importação direta,2800
26978,2023-12-29,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 12 Mini (SC) - Preto,Apple,Nacional,1000
26979,2023-12-29,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 14 (SC) - Preto,Apple,Nacional,2000
26980,2023-12-29,Manutenção,Reparo Mini Heart Light VX Case com Suporte - Preto,Android,Estrangeira - Importação direta,100
26987,2024-01-04,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD Galaxy Note 9 - Preta,Android,Estrangeira - Importação direta,2000
27003,2024-01-13,Manutenção Carcaça/Vidro Traseiro,Tampa traseira de vidro para iPhone 13 Mini - Branco,Apple,Estrangeira - Importação direta,700
27013,2024-01-17,Manutenção Vibra / Volume / Power,Flex power - iPad Air 5 Preto,Apple,Estrangeira - Importação direta,900
27017,2024-01-18,Manutenção Bateria,Bateria de iPhone 14 Plus - Sem Flex,Apple,Nacional,650
27027,2024-01-19,Manutenção Speaker,Speaker - iPhone 13,Apple,Estrangeira - Importação direta,500
27028,2024-01-19,Manutenção Speaker,Speaker - iPhone 13 Pro,Apple,Estrangeira - Importação direta,500
27029,2024-01-19,Manutenção Speaker,Speaker - iPhone 13 Pro Max,Apple,Estrangeira - Importação direta,500
27030,2024-01-19,Manutenção Vibra / Volume / Power,Motor do Vibra - iPhone 13,Apple,Estrangeira - Importação direta,500
27031,2024-01-19,Manutenção Vibra / Volume / Power,Motor do Vibra - iPhone 13 Pro,Apple,Estrangeira - Importação direta,500
27032,2024-01-19,Manutenção Vibra / Volume / Power,Motor do Vibra - iPhone 13 Pro Max,Apple,Estrangeira - Importação direta,500
27050,2024-01-23,Manutenção Tag de Bateria,Flex Tag de Bateria JC para iPhone 14 Pro,Apple,Estrangeira - Importação direta,0
27051,2024-01-23,Manutenção Tag de Bateria,Flex Tag de Bateria JC para iPhone 14,Apple,Estrangeira - Importação direta,0
27052,2024-01-23,Manutenção Tag de Bateria,Flex Tag de Bateria JC para iPhone 13 Pro,Apple,Estrangeira - Importação direta,0
27053,2024-01-23,Manutenção Tag de Bateria,Flex Tag de Bateria JC para iPhone 13,Apple,Estrangeira - Importação direta,0
27054,2024-01-23,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 14 com abertura para Sim Tray - Preto,Apple,Estrangeira - Importação direta,1000
27055,2024-01-23,Manutenção Carcaça/Vidro Traseiro,Tampa traseira de vidro para iPhone 15 - Rosa,Apple,Estrangeira - Importação direta,1300
27056,2024-01-23,Manutenção Carcaça/Vidro Traseiro,Tampa traseira de vidro para iPhone 15 - Preto,Apple,Estrangeira - Importação direta,1300
27057,2024-01-23,Manutenção Carcaça/Vidro Traseiro,Tampa traseira de vidro para iPhone 15 - Azul,Apple,Estrangeira - Importação direta,1300
27058,2024-01-23,Manutenção Carcaça/Vidro Traseiro,Tampa traseira de vidro para iPhone 15 - Verde,Apple,Estrangeira - Importação direta,1300
27059,2024-01-23,Manutenção Carcaça/Vidro Traseiro,Tampa traseira de vidro para iPhone 15 - Amarelo,Apple,Estrangeira - Importação direta,1300
27060,2024-01-23,Manutenção Carcaça/Vidro Traseiro,Tampa traseira de vidro para iPhone 15 Plus - Rosa,Apple,Estrangeira - Importação direta,1350
27061,2024-01-23,Manutenção Carcaça/Vidro Traseiro,Tampa traseira de vidro para iPhone 15 Plus - Preto,Apple,Estrangeira - Importação direta,1350
27062,2024-01-23,Manutenção Carcaça/Vidro Traseiro,Tampa traseira de vidro para iPhone 15 Plus - Azul,Apple,Estrangeira - Importação direta,1350
27063,2024-01-23,Manutenção Carcaça/Vidro Traseiro,Tampa traseira de vidro para iPhone 15 Plus - Verde,Apple,Estrangeira - Importação direta,1350
27064,2024-01-23,Manutenção Carcaça/Vidro Traseiro,Tampa traseira de vidro para iPhone 15 Plus - Amarelo,Apple,Estrangeira - Importação direta,1350
27065,2024-01-23,Manutenção Carcaça/Vidro Traseiro,Tampa traseira de vidro para iPhone 15 Pro - Preto,Apple,Estrangeira - Importação direta,1300
27066,2024-01-23,Manutenção Carcaça/Vidro Traseiro,Tampa traseira de vidro para iPhone 15 Pro - Azul,Apple,Nacional,1300
27067,2024-01-23,Manutenção Carcaça/Vidro Traseiro,Tampa traseira de vidro para iPhone 15 Pro - Prata,Apple,Estrangeira - Importação direta,1300
27068,2024-01-23,Manutenção Carcaça/Vidro Traseiro,Tampa traseira de vidro para iPhone 15 Pro - Natural,Apple,Nacional,1300
27069,2024-01-23,Manutenção Carcaça/Vidro Traseiro,Tampa traseira de vidro para iPhone 15 Pro Max - Preto,Apple,Nacional,1550
27070,2024-01-23,Manutenção Carcaça/Vidro Traseiro,Tampa traseira de vidro para iPhone 15 Pro Max - Azul,Apple,Nacional,1550
27071,2024-01-23,Manutenção Carcaça/Vidro Traseiro,Tampa traseira de vidro para iPhone 15 Pro Max - Prata,Apple,Estrangeira - Importação direta,1550
27072,2024-01-23,Manutenção Carcaça/Vidro Traseiro,Tampa traseira de vidro para iPhone 15 Pro Max - Natural,Apple,Nacional,1550
27073,2024-01-23,Manutenção Tag de Bateria,Flex Tag de Bateria JC para iPhone 12 / 12 Pro,Apple,Estrangeira - Importação direta,0
27074,2024-01-23,Manutenção Tag de Bateria,Flex Tag de Bateria JC para iPhone 11 Pro,Apple,Estrangeira - Importação direta,0
27077,2024-01-24,Manutenção Microfone,Microfone da Câmera - iPad Mini,Apple,Estrangeira - Importação direta,200
27082,2024-01-26,Manutenção Conector,Conector de Carga iPhone SE 2020 - Branco,Apple,Estrangeira - Importação direta,300
27083,2024-01-26,Manutenção Conector,Conector de Carga iPhone SE 2020 - Vermelho,Apple,Estrangeira - Importação direta,300
27090,2024-02-01,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 14 Plus (SC) - Preto,Apple,Nacional,2500
27092,2024-02-05,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 14 Pro com abertura para Sim Tray - Roxo-profundo,Apple,Estrangeira - Importação direta,1500
27097,2024-02-06,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 14 Pro Max (SC) - Preto,Apple,Nacional,2800
27098,2024-02-06,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 14 Pro (SC) - Preto,Apple,Nacional,2500
27104,2024-02-06,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 14 Pro (SC) - Preto,Apple,Estrangeira - Importação direta,3100
27108,2024-02-08,Manutenção Câmera,Lente de Vidro da Câmera para iPhone 15,Apple,Nacional,600
27109,2024-02-08,Manutenção Câmera,Lente de Vidro da Câmera para iPhone 15 Pro - P,Apple,Nacional,600
27110,2024-02-08,Manutenção Câmera,Lente de Vidro da Câmera para iPhone 15 Pro - M,Apple,Nacional,600
27111,2024-02-08,Manutenção Câmera,Lente de Vidro da Câmera para iPhone 15 Pro - G,Apple,Nacional,600
27112,2024-02-08,Manutenção Câmera,Lente de Vidro da Câmera para iPhone 15 Pro Max - P,Apple,Nacional,600
27113,2024-02-08,Manutenção Câmera,Lente de Vidro da Câmera para iPhone 15 Pro Max - M,Apple,Nacional,600
27114,2024-02-08,Manutenção Câmera,Lente de Vidro da Câmera para iPhone 15 Pro Max - G,Apple,Nacional,600
27115,2024-02-09,Manutenção Flex do Sensor,Flex sensor / microfone da câmera do iPhone 15,Apple,Estrangeira - Importação direta,800
27116,2024-02-09,Manutenção Flex do Sensor,Flex sensor / microfone da câmera do iPhone 15 Pro Max,Apple,Estrangeira - Importação direta,1300
27125,2024-02-15,Manutenção Flex do Sensor,Flex sensor / microfone da câmera do iPhone 15 Pro,Apple,Estrangeira - Importação direta,1300
27130,2024-02-16,Manutenção Microfone,Flex microfone da câmera traseira - iPhone 14 Pro,Apple,Estrangeira - Importação direta,800
27131,2024-02-16,Manutenção Speaker,Speaker - iPhone 11,Apple,Estrangeira - Importação direta,300
27132,2024-02-16,Manutenção Vibra / Volume / Power,Motor do Vibra - iPhone 11,Apple,Estrangeira - Importação direta,400
27133,2024-02-16,Manutenção Vibra / Volume / Power,Motor do Vibra - iPhone 11 Pro,Apple,Estrangeira - Importação direta,400
27166,2024-02-29,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 15 com abertura para Sim Tray - Preto,Apple,Estrangeira - Importação direta,0
27167,2024-02-29,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 15 com abertura para Sim Tray - Azul,Apple,Estrangeira - Importação direta,1800
27168,2024-02-29,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 15 com abertura para Sim Tray - Verde,Apple,Estrangeira - Importação direta,0
27169,2024-02-29,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 15 com abertura para Sim Tray - Amarelo,Apple,Estrangeira - Importação direta,0
27170,2024-02-29,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 15 com abertura para Sim Tray - Rosa,Apple,Estrangeira - Importação direta,500
27171,2024-02-29,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 15 Plus com abertura para Sim Tray - Preto,Apple,Estrangeira - Importação direta,0
27172,2024-02-29,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 15 Plus com abertura para Sim Tray - Azul,Apple,Estrangeira - Importação direta,0
27173,2024-02-29,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 15 Plus com abertura para Sim Tray - Verde,Apple,Estrangeira - Importação direta,1200
27174,2024-02-29,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 15 Plus com abertura para Sim Tray - Amarelo,Apple,Estrangeira - Importação direta,0
27175,2024-02-29,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 15 Plus com abertura para Sim Tray - Rosa,Apple,Estrangeira - Importação direta,0
27176,2024-02-29,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 15 Pro com abertura para Sim Tray - Preto,Apple,Estrangeira - Importação direta,0
27177,2024-02-29,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 15 Pro com abertura para Sim Tray - Branco,Apple,Estrangeira - Importação direta,2000
27178,2024-02-29,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 15 Pro com abertura para Sim Tray - Azul,Apple,Estrangeira - Importação direta,0
27179,2024-02-29,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 15 Pro com abertura para Sim Tray - Natural,Apple,Estrangeira - Importação direta,0
27180,2024-02-29,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 15 Pro Max com abertura para Sim Tray - Preto,Apple,Estrangeira - Importação direta,0
27181,2024-02-29,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 15 Pro Max com abertura para Sim Tray - Branco,Apple,Estrangeira - Importação direta,0
27182,2024-02-29,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 15 Pro Max com abertura para Sim Tray - Azul,Apple,Estrangeira - Importação direta,0
27183,2024-02-29,Manutenção Carcaça/Vidro Traseiro,Carcaça completa para iPhone 15 Pro Max com abertura para Sim Tray - Natural,Apple,Estrangeira - Importação direta,0
27184,2024-03-04,Manutenção Flex do Sensor,Flex sensor / microfone da câmera do iPhone 15 Plus,Apple,Estrangeira - Importação direta,1000
27188,2024-03-07,Manutenção Alto Falante,Alto-falante auricular do iPhone 13 Pro,Apple,Estrangeira - Importação direta,500
27189,2024-03-07,Manutenção Alto Falante,Alto-falante auricular do iPhone 13 Pro Max,Apple,Estrangeira - Importação direta,400
27190,2024-03-07,Manutenção Conector,Conector de Carga iPhone SE 3 2022 - Branco,Apple,Estrangeira - Importação direta,500
27191,2024-03-07,Manutenção Conector,Conector de Carga iPhone SE 3 2022 - Preto,Apple,Estrangeira - Importação direta,500
27192,2024-03-07,Manutenção Câmera,Câmera traseira do iPhone SE 3°,Apple,Estrangeira - Importação direta,500
27193,2024-03-07,Manutenção Câmera,Câmera frontal do iPhone SE 3º,Apple,Estrangeira - Importação direta,400
